id,type,name,aliases,region,state,city,lat,lon,facets,what,root,kin,sources,tier,confidence,needs_verification,updated,url
pickles,dish,pickles,sweet pickles|dill pickles|chow-chow|cucumber pickle,carolinas|nc|sc|us-south,,,,,"{""course"": ""condiment"", ""styles"": [""sc-mustard"", ""sc-pee-dee"", ""eastern-nc"", ""lexington""]}","Cucumbers held in brine or vinegar until they sour, sliced into rounds or spears and put on the plate beside the meat, with the sandwich, or loose in a dish on the table. Sweet pickle — cucumbers in a vinegar-and-sugar syrup with spices — is the common Carolina one; chow-chow, a chopped relish of cabbage, green tomato, onion and pepper, does the same job in a spoonful. The point of them on a barbecue plate is acid and salt against fat.",,barbecue-tray|barbecue-sandwich|white-slaw|hash-and-rice|sc-mustard|fixins,s:wp-pickled-cucumber|s:wp-mt-olive-pickle-company|s:wp-mount-olive-north-carolina|s:wp-dukes-bar-b-que|s:wp-barbecue-in-south-carolina,cited,high,False,2026-09-16,https://nanobotco.github.io/carolina-barbecue/dish/pickles/
pig-pickin-cake,dish,pig pickin' cake,pig pickin cake|pig picking cake|pineapple pig pickin' cake|pea pickin' cake|sunshine cake|mandarin orange cake,nc|nc-east|carolinas,,,,,"{""course"": ""sweet"", ""styles"": [""eastern-nc""]}","A layer cake of convenience-food parts: yellow or butter-golden cake mix beaten with eggs, oil and a can of mandarin oranges, juice and all, baked in three eight-inch pans and frosted with a can of crushed pineapple folded into instant vanilla pudding and whipped topping, sometimes with pecans or coconut on top, and served cold. It is North Carolina's barbecue dessert by name — the pig pickin' being the whole-hog party where guests pick the meat off the pig — and it is carried to those parties; Hysmith places it at barbecue restaurants too, though it is a home cake first. Our State calls it an essential companion to any good barbecue, noun not verb.","pig pickin' (the whole-hog party, named for picking the meat off the cooked pig) + cake",pig-pickin|eastern-nc|whole-hog|banana-pudding|sweet-tea|john-shelton-reed,s:web-hysmith-pig-pickin-cake|s:web-chowhound-pig-pickin-cake|s:web-coastalreview-pig-pickin-cake|s:web-ourstate-pig-pickin-cake|s:wp-pig-pickin|s:web-lexbbq-menu|s:web-barbecue-center-menu|s:web-samjones-menu|s:web-parkers-bbq-wilson-menu,cited,medium,True,2026-09-15,https://nanobotco.github.io/carolina-barbecue/dish/pig-pickin-cake/
pork-skins,dish,pork skins,skins|cracklins|cracklings|crackling|pork rinds|fried skins,carolinas|nc-east|sc-pee-dee|nc|sc,,,,,"{""course"": ""side"", ""meat"": ""whole hog"", ""styles"": [""eastern-nc"", ""sc-pee-dee"", ""lexington""]}","The pig's hide, cooked until it blisters and cracks. On an eastern whole hog the skin faces up through the night and is turned to the coals at the end to crisp; at Skylight Inn it is chopped into the meat, where the crunch and the salt are part of what 'barbecue' means. Sold on their own, skins are a side or a snack: fresh fried squares with pimento cheese at Sam Jones BBQ, a pork skin sandwich with slaw at Lexington Barbecue. In the Pee Dee the hog is sometimes skinned before cooking and the skin fried on its own. A crackling keeps a little fat and meat under the skin; a rind is skin alone.",,eastern-nc|whole-hog|skylight-inn|sam-jones-bbq|lexington-barbecue|sc-pee-dee|outside-brown|hog-killing|cornbread|pig-pickin|chopping-block|hog,s:wp-whole-hog-barbecue|s:wp-skylight-inn-bbq|s:wp-pork-rind|s:wp-cracklings|s:wp-cornbread|s:wp-pig-pickin|s:wp-barbecue-in-south-carolina|s:ncpedia-barbecue|s:web-samjones-menu|s:web-lexbbq-menu|s:book-mrs-hills-new-cook-book|s:book-dixie-cookery|s:wikibooks-eastern-north-carolina-barbecued-pig,cited,high,False,2026-09-15,https://nanobotco.github.io/carolina-barbecue/dish/pork-skins/
potato-salad,dish,potato salad,tater salad,carolinas|nc|sc|us-south,,,,,"{""course"": ""side"", ""styles"": [""eastern-nc"", ""lexington"", ""sc-mustard"", ""sc-pee-dee""]}","Boiled potatoes cut up cold and dressed with mayonnaise, with hard-boiled egg, onion, celery, sweet pickle or relish and often a spoon of yellow mustard that colours the whole bowl. It is served cold beside the barbecue, and in the Carolinas it is the mayonnaise side that answers to the vinegar of the meat. Mustard in the dressing is common enough in South Carolina that a bowl of it can read as the same yellow as the sauce.",,gradys-barbecue|browns-bar-b-que|lewis-barbecue|dukes-bar-b-que|dukes-mayonnaise|boiled-potatoes|white-slaw|barbecue-tray|fixins,s:wp-potato-salad|s:web-ourstate-gradys|s:sfa-gradys-barbecue|s:web-sfa-browns-bar-b-q|s:web-lewis-charleston|s:wp-dukes-bar-b-que|s:wp-dukes-mayonnaise,cited,high,False,2026-09-16,https://nanobotco.github.io/carolina-barbecue/dish/potato-salad/
red-slaw,dish,red slaw,barbecue slaw|Lexington slaw|red coleslaw|BBQ slaw,nc-piedmont|nc,,,,,"{""course"": ""side"", ""styles"": [""lexington""]}","Finely chopped green cabbage dressed with vinegar, ketchup, sugar, salt and black pepper — or with the pit's own dip — and no mayonnaise. It is the slaw of Lexington and the Piedmont, red-pink in the boat beside the chopped shoulder, on the sandwich under the meat, and on hot dogs as a relish; it is what the counter means by 'slaw' from Lexington to Shelby. Because it carries no mayonnaise it keeps without refrigeration, which suits an outdoor pit. Across the rest of the state the pale mayonnaise slaw is the default and this one is called barbecue slaw.","Dutch koolsla 'cabbage salad' (kool 'cabbage', from Latin caulis, + sla 'salad') → American English coleslaw, 1794 → slaw, the American clipping; 'red' is the Lexington marker for the ketchup or dip in the dressing, against 'white' for mayonnaise",lexington|lexington-dip|white-slaw|eastern-nc|barbecue-sandwich|barbecue-tray|slaw|lexington-barbecue|bar-b-q-center|keatons-barbecue|barbecue-chicken,s:wp-red-slaw|s:wp-coleslaw|s:wp-lexington-north-carolina|s:wp-barbecue-in-north-carolina|s:ncpedia-barbecue|s:wp-carolina-style|s:web-ncfolk-keatons|s:web-leisuregrouptravel-lexington|s:web-lexbbq-menu|s:etymonline|s:book-dixie-cookery|s:book-mrs-porters-new-southern-cookery-book|s:book-mrs-hills-new-cook-book,cited,high,False,2026-09-15,https://nanobotco.github.io/carolina-barbecue/dish/red-slaw/
sweet-tea,dish,sweet tea,tea|sweet iced tea|iced tea,carolinas|us-south,,,,,"{""course"": ""drink"", ""styles"": [""eastern-nc"", ""lexington"", ""sc-mustard"", ""sc-pee-dee"", ""sc-light-tomato"", ""sc-heavy-tomato""]}","Black tea brewed strong, sweetened with sugar while hot — so it dissolves, rather than being stirred into a cold glass — and poured over ice. It is the drink of the Carolina barbecue house in both states and every sauce region: sold by the glass, the quart and the gallon, brewed on the stove at Grady's in Dudley, named by Dukes in Orangeburg among the five things people come for, and served, Wikipedia says, wherever whole hog is. Some cooks temper it with a pinch of baking soda against bitterness; lemon is the usual addition. Its presence on a menu is one sign used to tell whether a place counts as the South.",,eastern-nc|lexington|sc-mustard|lexington-barbecue|bar-b-q-center|gradys-barbecue|dukes-bar-b-que|parkers-barbecue|allen-and-son|sweatmans-bar-b-que|buxton-hall-barbecue|pig-pickin|cheerwine|banana-pudding|fixins|robert-moss,s:wp-sweet-tea|s:web-moss-sweet-tea-summerville|s:web-visitsummerville-tea|s:wp-whole-hog-barbecue|s:wp-pig-pickin|s:wp-cuisine-of-the-southern-united-states|s:web-lexbbq-menu|s:web-barbecue-center-menu|s:web-ourstate-gradys|s:web-sfa-dukes-bar-b-que|s:web-parkers-bbq-wilson-menu|s:web-ourstate-allen-son|s:web-destination-bbq-sweatmans|s:web-ourstate-buxton-hall|s:book-aunt-carolines-dixieland-recipes|s:wikibooks-iced-tea,cited,high,False,2026-09-15,https://nanobotco.github.io/carolina-barbecue/dish/sweet-tea/
white-slaw,dish,white slaw,coleslaw|slaw|cole slaw|mayonnaise slaw|eastern slaw|sweet slaw,nc-east|nc|sc|carolinas,,,,,"{""course"": ""side"", ""styles"": [""eastern-nc"", ""sc-pee-dee"", ""sc-mustard""]}","Finely chopped cabbage in a dressing of mayonnaise or whipped salad dressing, sweet and pale: the slaw of eastern North Carolina and of most of South Carolina. It goes on the tray beside the chopped whole hog and on the bun of the sandwich, where its sweetness sets off the vinegar and pepper of the meat. Eastern pits use mayonnaise almost universally; NCpedia lists white or yellow coleslaw among the eastern sides, the yellow taking mustard. The name exists only where the red slaw does. Everywhere else in the state this is coleslaw, from the Dutch koolsla, cabbage salad.",,eastern-nc|sc-mustard|red-slaw|barbecue-sandwich|barbecue-tray|skylight-inn|sam-jones-bbq|slaw|vinegar-pepper-sauce|hash-and-rice,s:wp-coleslaw|s:wp-barbecue-in-north-carolina|s:wp-red-slaw|s:ncpedia-barbecue|s:wp-barbecue-sandwich|s:web-scencyclopedia-hash|s:web-samjones-menu|s:wp-skylight-inn-bbq|s:web-leisuregrouptravel-lexington|s:etymonline|s:wikibooks-coleslaw-i|s:wikibooks-coleslaw-ii|s:book-housekeeping-in-old-virginia|s:book-dixie-cookery,cited,high,False,2026-09-15,https://nanobotco.github.io/carolina-barbecue/dish/white-slaw/
block-pit,pit,block pit,cinder-block pit|concrete-block pit|open pit|pig pit,nc-east|sc-pee-dee|carolinas,,,,,"{""kind"": ""pit""}","An open pit built above ground of cinder blocks — concrete blocks — wide and shallow, a little longer than a split hog, with a rack across the top on which the pig lies and a bed of charcoal below; brick or steel are the alternatives, and the charcoal is made in a fireplace or a burn barrel beside it. It is the whole-hog pit of the Carolinas, the one a farm, a fire department or a family can lay in an afternoon. *Tradition holds —* the blocks go up dry, without mortar, two or three courses high, a gap is left for the shovel, and a sheet of tin or plywood closes the top.",,whole-hog|burn-barrel|direct-heat|hickory-and-oak|brick-pit|pig-cooker|pig-pickin|fundraiser-barbecue|mallard-creek-barbecue|skylight-inn|pit,s:wp-whole-hog-barbecue|s:wp-pig-roast|s:web-mallard-creek-history|s:ncpedia-barbecue|s:wp-skylight-inn-bbq|s:wp-rodney-scotts-whole-hog-bbq|s:web-npr-scott-pit-burned|s:jones-whole-hog-bbq|s:scott-world-of-bbq,cited,medium,False,2026-09-15,https://nanobotco.github.io/carolina-barbecue/pit/block-pit/
brick-pit,pit,brick pit,Lexington pit|closed pit|pit house|the pits,nc-piedmont|nc,,,,,"{""kind"": ""pit""}","The masonry pit of the Piedmont: a closed brick chamber with a rack for the shoulders and a chimney through the roof to carry off the smoke. Coals made from oak and hickory go in through the door and are spread on the floor under the meat; the door shuts and the shoulders cook nine to twelve hours at about 200 to 225 degrees. The Barbecue Center in Lexington describes its pit as a brick oven with three chambers, 'comparable to an oversized smoker', and Lexington Barbecue's roof carries a row of smoking stacks. The line of chimneys on a Lexington roof is how you know a wood pit from the road.",,lexington|pork-shoulder|hickory-and-oak|burn-barrel|direct-heat|block-pit|gas-and-electric-cookers|lexington-dip|lexington-barbecue|bar-b-q-center|stameys-barbecue|wayne-monk|pit|north-carolina-barbecue-society,s:web-leisuregrouptravel-lexington|s:web-lexbbq|s:web-visitnc-lexington-barbecue|s:web-traveladdicts-lexington|s:ncpedia-barbecue|s:wp-lexington-north-carolina|s:wp-lexington-barbecue|s:web-ourstate-historic-barbecue-trail|s:reed-holy-smoke,cited,high,False,2026-09-15,https://nanobotco.github.io/carolina-barbecue/pit/brick-pit/
burn-barrel,pit,burn barrel,burn-barrel|coal barrel|fire barrel|the barrel|burner,nc-east|sc-pee-dee|carolinas,,,,,"{""kind"": ""tool""}","A repurposed steel drum — or, at Scott's in Hemingway, two 55-gallon drums welded together — in which logs are burned down to coals: the wood goes in at the top, the coals are pulled out from below and carried by shovel to the pit. It is the coal-maker of the wood pit, the reason a whole hog can sit over a steady bed of coals for twelve hours with no flame under it. Older pit houses use a fireplace for the same job — the Skylight Inn burns its oak and hickory in fireplaces beside the pits — and the barrel is the version anyone can weld.",,hickory-and-oak|direct-heat|block-pit|brick-pit|whole-hog|scotts-bar-b-que|rodney-scott|skylight-inn|mallard-creek-barbecue|gas-and-electric-cookers|pitmaster,s:wp-whole-hog-barbecue|s:web-npr-scott-pit-burned|s:wp-skylight-inn-bbq|s:web-mallard-creek-history|s:web-leisuregrouptravel-lexington|s:web-uncpress-reed-myth|s:scott-world-of-bbq,cited,high,False,2026-09-15,https://nanobotco.github.io/carolina-barbecue/pit/burn-barrel/
chopping-block,pit,chopping block,the block|cleavers|chop,carolinas,,,,,"{""kind"": ""tool""}","A thick wooden block and a pair of cleavers, on which cooked pork is turned into barbecue. The whole hog is pulled from the bones onto the block and chopped, skin and all, until the meat is fine enough to hold a thin vinegar sauce; the salt and the sauce go on at the block — at the Skylight Inn, vinegar, salt, pepper and Texas Pete. A Lexington shoulder is chopped fine, chopped coarse into small chunks, or sliced, and at Lexington Barbecue never pulled. Jane and Michael Stern called the sound of cleavers on the block one of the most alluring aspects of whole hog barbecue in the Carolinas.",,chopped|whole-hog|pork-shoulder|pork-skins|vinegar-pepper-sauce|texas-pete|lexington-dip|barbecue-tray|barbecue-sandwich|pulled-pork|outside-brown|skylight-inn|lexington-barbecue|bar-b-q-center,s:wp-whole-hog-barbecue|s:wp-barbecue-in-north-carolina|s:wp-skylight-inn-bbq|s:web-visitnc-lexington-barbecue|s:web-leisuregrouptravel-lexington|s:web-lexbbq-menu|s:web-barbecue-center-menu|s:ncpedia-barbecue,cited,high,False,2026-09-15,https://nanobotco.github.io/carolina-barbecue/pit/chopping-block/
direct-heat,pit,direct heat,coals under the meat|open-pit|pit-cooked|cooking on coals,carolinas|us-south,,,,,"{""kind"": ""method""}","The Carolina way of putting fire to meat: a bed of hardwood coals directly beneath the hog or the shoulders, with no flame and no separate firebox. The coals are made elsewhere — in a burn barrel or a fireplace — and shoveled in, so the meat sits over glowing charcoal and its own dripping fat rather than in a stream of smoke. The contrast is the offset smoker of Central Texas: a cylinder with a smaller firebox attached at one end, whose burning post-oak fire sends heat and smoke sideways through the chamber past the meat — indirect heat. The whole-hog article, the Mallard Creek church and the Barbecue Center all describe the coals going under the meat.",,burn-barrel|hickory-and-oak|block-pit|brick-pit|whole-hog|pork-shoulder|pig-cooker|gas-and-electric-cookers|ed-mitchell|rodney-scott|campaign-for-real-barbecue|pit|lewis-barbecue,s:wp-barbecue|s:wp-smoker-cooking|s:wp-barbecue-in-texas|s:wp-whole-hog-barbecue|s:web-mallard-creek-history|s:web-leisuregrouptravel-lexington|s:wp-ed-mitchell-pitmaster|s:web-npr-scott-pit-burned|s:web-truecue-wood|s:web-ourstate-historic-barbecue-trail|s:web-barbecuebible-campaign,cited,medium,True,2026-09-15,https://nanobotco.github.io/carolina-barbecue/pit/direct-heat/
gas-and-electric-cookers,pit,gas and electric cookers,gas pit|gas cooker|electric cooker|gas-fired pit|smoker oven,carolinas,,,,,"{""kind"": ""cooker""}","The cookers most Carolina barbecue is cooked in: steel ovens fired by propane, natural gas or an electric element, with a thermostat and racks, and often a box for wood chips or a log to put smoke on the meat. A gas smoker lights a burner directly under a box of wood or charcoal; an electric one runs a heating element that holds any temperature from a cold smoke to about 275 degrees. New barbecue restaurants mostly open on them and many older ones switched. They cook overnight unattended, hold a set temperature, make no soot and need no one to shovel coals at three in the morning, and they are the machine behind a great deal of what both states call barbecue, sauce and slaw included.",,campaign-for-real-barbecue|north-carolina-barbecue-society|john-shelton-reed|jim-early|pig-cooker|brick-pit|block-pit|burn-barrel|hickory-and-oak|whole-hog|eastern-nc|skylight-inn|pig-pickin,s:wp-whole-hog-barbecue|s:wp-smoker-cooking|s:web-uncpress-reed-myth|s:web-barbecuebible-campaign|s:web-truecue-wood|s:wp-skylight-inn-bbq|s:wp-pig-pickin|s:web-wral-jim-early-dies|s:web-ourstate-historic-barbecue-trail|s:reed-holy-smoke,cited,high,False,2026-09-15,https://nanobotco.github.io/carolina-barbecue/pit/gas-and-electric-cookers/
hickory-and-oak,pit,hickory and oak,hickory|oak|hardwood|pecan|wood,carolinas|us-south,,,,,"{""kind"": ""fuel""}","The hardwoods of the Carolina pit. Hickory and oak are the woods a Carolina cook burns, usually together and usually burned down to coals before they go under the meat: Lexington pits cook over oak and hickory coals, the Skylight Inn burns oak and hickory logs in fireplaces beside its pits, and Scott's in Hemingway feeds hickory, oak and pecan through the top of a burn barrel. South Carolina's barbecue is smoked over hickory or oak; Lexington's over a hardwood fire, usually hickory. Both are dense, slow-burning and abundant in the eastern forest, and both give the strong smoke that pork carries. Pecan is itself a hickory — Carya illinoinensis — with a sweeter, milder smoke.",,burn-barrel|direct-heat|brick-pit|block-pit|whole-hog|lexington|eastern-nc|skylight-inn|scotts-bar-b-que|ed-mitchell|gas-and-electric-cookers|campaign-for-real-barbecue|north-carolina-barbecue-society,s:wp-barbecue-in-the-united-states|s:wp-pecan|s:wp-whole-hog-barbecue|s:wp-barbecue-in-south-carolina|s:wp-lexington-north-carolina|s:wp-skylight-inn-bbq|s:wp-ed-mitchell-pitmaster|s:web-npr-scott-pit-burned|s:web-lexbbq|s:web-leisuregrouptravel-lexington|s:wp-pig-pickin|s:web-truecue-wood|s:web-ourstate-historic-barbecue-trail|s:web-barbecuebible-campaign,cited,high,False,2026-09-15,https://nanobotco.github.io/carolina-barbecue/pit/hickory-and-oak/
hog-killing,pit,hog killing,hog killin'|hog-killing day|killing hogs|pig slaughter,carolinas|us-south,,,,,"{""kind"": ""prep""}","The winter slaughter of the farm's hogs, done on the first cold day of autumn or winter, when the meat would keep. In rural North Carolina neighbors gathered before dawn; water was heated with fire-hot stones dropped into barrels; the penned and fattened hogs were killed with knives, bled, scalded, hung on a gambrel — a spreader bar through the hind legs — and scraped clean of hair; the carcasses cooled overnight and were cut up the next day, the hams, sides, shoulders, jowls and heads salted down in the smokehouse. Lard was rendered, the fat cooked down to cracklings, the trim ground for sausage. It is the farm year's pork day, and the social form the pit barbecue grew up beside.",,whole-hog|pig-pickin|pork-skins|hash-and-rice|block-pit|hog|political-barbecue|skylight-inn,s:web-ncpedia-hog-killing|s:web-carolina-country-hog-killing|s:wp-pig-roast|s:web-sfa-north-carolina-bbq|s:wp-skylight-inn-bbq|s:wp-whole-hog-barbecue,cited,high,False,2026-09-15,https://nanobotco.github.io/carolina-barbecue/pit/hog-killing/
pig-cooker,pit,pig cooker,pig roaster|hog cooker|trailer cooker|cooker,nc-east|carolinas,,,,,"{""kind"": ""cooker""}","A steel box on a trailer chassis, long enough for a split hog, with a hinged lid, a grate, and either a row of propane burners underneath or a bed for charcoal: the cooker of the pig pickin', towed to the church lot, the tailgate or the fire station and home again. Carolina Cooker of Micro, North Carolina, builds one of 12-gauge steel with four propane burners on a leaf-spring trailer, listed at $2,599.99 in September 2026; BQ Grills of Elm City builds towable charcoal-and-wood cookers of eighth-inch steel in five- and six-foot lengths at $7,200 to $9,800. The article on the pig pickin' calls the grills 'as varied as the methods of producing them', some homemade, some custom-made.",,pig-pickin|whole-hog|gas-and-electric-cookers|block-pit|burn-barrel|direct-heat|hickory-and-oak|fundraiser-barbecue|political-barbecue|barbecue-chicken|ed-mitchell,s:wp-pig-pickin|s:wp-pig-roast|s:web-carolina-cooker|s:web-bq-grills|s:wp-ed-mitchell-pitmaster|s:web-wcti-back-swamp-vfd,cited,high,False,2026-09-15,https://nanobotco.github.io/carolina-barbecue/pit/pig-cooker/
pork-shoulder,pit,pork shoulder,shoulder|Boston butt|butt|pork butt|picnic|picnic shoulder|picnic ham,nc-piedmont|carolinas,,,,,"{""kind"": ""cut""}","The front leg and shoulder of the pig, sold as one primal — a primal being one of the large first divisions of a carcass — or split in two: the butt, the upper half with the blade bone, and the picnic, the lower arm half, which cured on the bone is a 'picnic ham'. The butt's name is a barrel, not an anatomy. In the North Carolina Piedmont, shoulder is the only cut that counts as barbecue: Lexington pits salt it, lay it over oak and hickory coals for nine to twelve hours, and serve it chopped, coarse chopped or sliced under a red dip. It is darker meat than the loin and stays moist through a long cook, and it is what packers ship when they will not ship a carcass.","Boston + butt, a barrel: in colonial and Revolutionary-era New England butchers stored and shipped this shoulder cut in barrels called butts, and the Boston-area method of cutting it gave the cut its name. Picnic (the lower shoulder): cured on the bone it is a 'picnic ham'; no origin for the name is cited here.",lexington|whole-hog|chopping-block|brick-pit|pulled-pork|lexington-dip|hash-and-rice|mallard-creek-barbecue|lexington-barbecue|bar-b-q-center|wayne-monk|stameys-barbecue|red-bridges-barbecue-lodge|short-sugars,s:wp-boston-butt|s:wp-cut-of-pork|s:wp-pulled-pork|s:wp-north-carolina-barbecue-society|s:wp-barbecue-in-north-carolina|s:wp-whole-hog-barbecue|s:wp-hash-stew|s:web-leisuregrouptravel-lexington|s:web-visitnc-lexington-barbecue|s:web-lexbbq|s:web-lexbbq-menu|s:web-ourstate-mallard-creek|s:web-sfa-north-carolina-bbq|s:web-ourstate-historic-barbecue-trail|s:wp-lexington-barbecue,cited,high,False,2026-09-15,https://nanobotco.github.io/carolina-barbecue/pit/pork-shoulder/
whole-hog,pit,whole hog,whole-hog barbecue|whole hog|a pig|the hog,nc-east|sc-pee-dee|carolinas,,,,,"{""kind"": [""cut"", ""method""]}","The entire dressed pig — dressed meaning gutted and scraped of hair, the head sometimes left on — split open along the backbone, laid flat over coals and cooked as one piece, then pulled from the bones and chopped together: ham, shoulder, loin, belly and, in the Carolinas, the crisped skin. It is the oldest form of open-pit barbecue in the United States and the cut that defines eastern North Carolina and the Pee Dee of South Carolina. A hog of 80 to 120 pounds dressed weight is the usual size for a pig pickin'; restaurants choose small hogs and cook them hot so the skin crisps, and a whole animal can run to 300 pounds.",,eastern-nc|sc-pee-dee|pig-pickin|block-pit|burn-barrel|pig-cooker|direct-heat|chopping-block|pork-skins|hash-and-rice|pork-shoulder|hog-killing|hog|skylight-inn|scotts-bar-b-que|rodney-scott|ed-mitchell|bob-melton,s:wp-whole-hog-barbecue|s:wp-pig-pickin|s:wp-barbecue-in-south-carolina|s:wp-rodney-scott-pitmaster|s:web-npr-scott-pit-burned|s:wp-skylight-inn-bbq|s:wp-ed-mitchell-pitmaster|s:wp-meltons-barbecue|s:web-sfa-north-carolina-bbq|s:web-ourstate-historic-barbecue-trail|s:wp-rodney-scotts-whole-hog-bbq|s:moss-barbecue-history|s:fertel-one-true-barbecue,cited,high,False,2026-09-15,https://nanobotco.github.io/carolina-barbecue/pit/whole-hog/
12-bones-smokehouse,place,12 Bones Smokehouse,12 Bones|12 Bones South,nc-mountains,NC,Arden,35.46609,-82.51633,"{""state"": ""NC"", ""status"": ""open"", ""founded"": ""2005"", ""fuel"": ""unknown"", ""styles"": []}","A mountain barbecue house now trading from Hendersonville Road in Arden, south of Asheville, after Hurricane Helene took its River Arts District room in September 2024. Tom Montgomery and Sabra Kelley opened the first one in 2005 in a cinder-block shack on an Asheville floodplain; Bryan and Angela King have owned it since about 2012. Ribs are the signature — blueberry-chipotle and other glazes that are not Carolina orthodoxy — with pulled pork alongside. Barack Obama ate here in April 2010, which is the thing most often said about it.",,pork-shoulder|barbecue-tray|buxton-hall-barbecue,s:web-exploreasheville-12-bones|s:web-ourstate-12-bones-2024|s:web-bpr-rad-2025|s:web-mountainx-obama-2010|s:web-12bones-news|s:osm,cited,medium,True,2026-09-16,https://nanobotco.github.io/carolina-barbecue/place/12-bones-smokehouse/
allen-and-son,place,Allen & Son Barbeque,Allen & Son|Allen and Son Bar-B-Que|Allen & Son Barbecue,nc-piedmont,NC,Chapel Hill,35.9919056,-79.0716999,"{""state"": ""NC"", ""status"": ""closed"", ""founded"": ""1971"", ""fuel"": ""wood"", ""styles"": [""lexington"", ""eastern-nc""]}","The hickory-fired pork-shoulder restaurant on Millhouse Road at N.C. 86 north of Chapel Hill that Keith Allen opened in 1971 at nineteen and closed in the first week of December 2018, quietly, to avoid a long goodbye. Allen split the hickory himself, fired the pit every half hour for nine hours, and dressed the chopped shoulder with the hot vinegar sauce he had from his father — an eastern sauce on Piedmont meat. His wife Tammy waited tables for thirty years and made the ice cream; the pies, cobblers and banana pudding were the second reason to come. A separate Allen & Son in Pittsboro, under a licensing agreement, stayed open.",,lexington|eastern-nc|pork-shoulder|hickory-and-oak|vinegar-pepper-sauce|banana-pudding|sweet-tea|john-shelton-reed|southern-foodways-alliance,s:web-uncpress-keith-allen|s:web-ourstate-allen-son|s:web-chapelboro-allen-son|s:reed-holy-smoke|s:web-barbecuebros-nc-trail,cited,high,False,2026-09-16,https://nanobotco.github.io/carolina-barbecue/place/allen-and-son/
alston-bridges-barbecue,place,Alston Bridges Barbecue,Alston Bridges,nc-piedmont,NC,Shelby,35.30425,-81.5277,"{""state"": ""NC"", ""status"": ""open"", ""founded"": ""1955"", ""fuel"": ""mixed"", ""styles"": [""lexington""]}","The Shelby pork-shoulder house of the other Bridges family, on East Grover Street in Cleveland County, where Alston Bridges and his wife Mabel bought the property in 1955. Alston learned the trade from his brother-in-law Warner Stamey, managing Stamey's Log Cabin Barbecue in Lexington for two and a half years first. About fifty shoulders a day go through the kitchen; the tray is chopped or coarse-chopped pork with red slaw and hushpuppies. What is under the meat is disputed: three accounts describe electric cookers or gas, one promotional listing says wood-smoked.",,lexington|pork-shoulder|warner-stamey|red-slaw|red-bridges-barbecue-lodge,s:web-clevelandcounty-history|s:web-ourstate-shelby-2013|s:web-barbecuebros-alston-bridges-2024|s:web-alstonbridges|s:osm,cited,medium,True,2026-09-16,https://nanobotco.github.io/carolina-barbecue/place/alston-bridges-barbecue/
backyard-bbq-pit,place,Backyard BBQ Pit,Backyard Barbecue Pit|The Backyard BBQ Pit,nc-piedmont,NC,Durham,35.89406,-78.89769,"{""state"": ""NC"", ""status"": ""unknown"", ""founded"": ""2007"", ""fuel"": ""wood"", ""styles"": []}","A Black-owned barbecue restaurant on N.C. 55, the Apex Highway, in southeast Durham, opened in April 2007 by Fabianne and Melvin Simmons, who bought a struggling restaurant and made it a neighborhood institution: chopped barbecue and sandwiches, ribs, smoked chicken and oxtails, cooked over wood coals and made from scratch. Its later years were hard — a $50,000 GoFundMe in 2023, a change of owners, eight months dark for renovations before a March 2024 reopening, and in April 2026 a report that it was weeks from closing unless a buyer came. Its status in September 2026 is not confirmed on this disk.",,chopped|barbecue-sandwich|gradys-barbecue|adrian-miller,s:web-spectacular-backyard|s:web-cbs17-backyard-returns|s:web-assembly-black-owned-bbq|s:miller-black-smoke|s:osm,cited,low,True,2026-09-16,https://nanobotco.github.io/carolina-barbecue/place/backyard-bbq-pit/
bar-b-q-center,place,Bar-B-Q Center,The Barbecue Center|Barbecue Center|Lexington Barbecue Center,nc-piedmont,NC,Lexington,35.83159,-80.2443,"{""state"": ""NC"", ""status"": ""open"", ""founded"": ""1955"", ""fuel"": ""wood"", ""styles"": [""lexington""]}","A pork-shoulder pit and ice-cream counter on North Main Street in Lexington, Davidson County, that began in 1955 as a dairy bar, put a shoulder on a pit one slow winter, and has been the Conrad family's since: Sonny Conrad (1938–2013), who started on curb service there as a teenager in 1955 and became owner in 1969, his wife Nancy, and their sons Michael and Cecil. Shoulders cook over hickory; the barbecue comes chopped, sliced or 'brown' — the smoky outside of the shoulder — with the dip and red slaw. The ice cream never left: about 200 gallons a week, much of it in a banana split of three and a half pounds.",,lexington|pork-shoulder|outside-brown|lexington-dip|red-slaw|hushpuppies|hickory-and-oak|lexington-barbecue|cooks-barbecue|southern-foodways-alliance,s:web-barbecuecenter-about|s:web-ourstate-bar-b-q-center|s:sfa-barbecue-center|s:osm|s:web-truecue-nc|s:web-barbecuebros-nc-trail,cited,high,False,2026-09-16,https://nanobotco.github.io/carolina-barbecue/place/bar-b-q-center/
